duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.3002698134999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,-3.1120029754599999e-17,-4.2208278331099998e-16,-0.036662878985050003,0.01602242887215,-0.0020550894590999997,-9.0882856795999999e-14,1.2836953722250001e-14,1.9300000000000002,-5.9925187183999994e-18,-1.17437079695e-16,-0.0097362785606499996,0.00372413552,-0.00040003531086350001,2.2482016248650001e-15,-3.9621084191300005e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1689350840400001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6699999999999999,-0.089606574884999998,0.0055368792796,0.00202128381501,-0.007613782827149999,0.0013786387875449999,3.1974423109200002e-14,-6.6835426082499997e-15,1.8899999999999999,-0.029240425372950001,0.0023540776464549998,0.003362984829835,-0.00087679280009999997,5.0761528675499995e-05,2.2419011092e-13,-3.4378749846900001e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3002698134999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4199999999999999,-0.19525540849600001,-0.055548881746999998,0.00082086036669500007,0.0073370507112499993,-0.0011233870431099999,5.3170801095500002e-13,-6.75959288545e-14,1.855,-0.001735370790575,0.0046676801393249999,-0.0018558669535299998,-0.0003263025745155,9.3441447329500009e-05,9.8622360278500006e-13,-1.215938807975e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.18206855698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81999999999999995,-0.23783431796349999,0.046317507768400004,0.0088887218947000003,-0.0055833668489,0.00066025308746999996,1.5107914919100001e-13,-1.7297274723650001e-14,1.8500000000000001,-0.012526491093450002,-0.0071255573641000004,8.5983606141000002e-05,0.00074839608880000004,-0.0001333962028685,3.5693115130199999e-13,-4.4984849179049999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2566568719800002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52000000000000002,-0.065925385540999998,0.013595140880699999,-0.0084070450278500002,0.0016201933775699998,-0.0001002389450915,1.8500756482350002e-13,-2.4687196731299997e-14,1.8,-0.026413831829799998,0.0009583509915650001,0.00026665558038449998,-0.00070699668494500002,8.5380623177499999e-05,7.6988970754000008e-13,-1.030488194775e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2141010974999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,-0.071525341873500001,-0.0053348097554499997,0.0011131518260350001,0.000489173146587,-8.1221103328499999e-05,2.96029867286e-13,-3.9455938516400001e-14,1.7350000000000001,-0.039442686972750003,-0.0090266746682499989,-0.0017671403744900002,0.00025637354236550001,8.644806021850001e-05,1.7453816170149999e-12,-2.2976898161900001e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.26101816613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,-0.067299721771499996,0.0076315314845499995,0.0014638244180250001,-0.00040998210840850004,3.2939728546050004e-05,1.9344525981049998e-13,-2.2569446311849998e-14,1.595,-0.083885046599999999,-0.00384071547577,0.0047412614286700006,0.0012133936959350001,-0.00046056112303799999,1.44901868282e-12,-1.74116276952e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2105312506899999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11000000000000001,-0.024990948540849999,0.0087927079122999997,-0.00056013640991999999,-3.7596889675749999e-05,-1.4658696210399999e-05,2.3767099399649999e-14,-3.1055019666950003e-15,1.4449999999999998,-0.032619765712899998,0.012303144891349999,-0.0078294010573000013,-0.0039932718632949993,0.00098341632613000015,3.7811975772700002e-13,-4.8097636984299996e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3002698134999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089999999999999997,0.002296400157295,0.0023924790398299998,-0.001608855747465,-0.000199613805418,0.0001122478304915,5.3131457567000004e-14,-6.6183170055499997e-15,1.3050000000000002,-0.14812847464200002,-0.050470728075000006,0.0049154911193749996,0.0068760495822500003,-0.0012352436987,5.5468962756500006e-13,-6.7423844285500002e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2304731535400002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089999999999999997,-0.0062404929458500001,-0.0013852213480599999,0.0024937472449250001,0.0010913827863999999,-0.00025130684899550001,3.6506908607249999e-14,-4.6691817079399998e-15,0.86999999999999988,-0.14045047288250001,0.051402088041000008,0.0028231001757400001,-0.0073308655443499997,0.001135061213915,1.52788892649e-13,-1.9007018181599999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
